
Alhambra, California Code of Ordinances


TITLE I:  GENERAL PROVISIONS
the architectural plan shall be those items required by division (A)(3) of §
23.64.040, appropriate elevations and such additional items as are
established by the Design Review Board as necessary or convenient to their
review and decision.



('86 Code, § 23.64.050) (Ord. 4110, passed  - - )



§ 23.64.060  FINAL ARCHITECTURAL PLAN APPROVAL.



   (A)   When the Design Review Board approves or conditionally
approves the architectural plan and the applicant has agreed to all the
conditions of approval, the applicant shall file the following information
with the Director of Community Development:



      (1)   Final working drawings;



      (2)   Landscape plan;



      (3)   Color chips.



   (B)   The Director of Community Development or his designee shall
certify that the final architectural plan submitted under this section
accords with the approved architectural plan.



('86 Code, § 23.64.060) (Ord. 4110, passed  - - ; Am. Ord. 4735, passed
5-14-18)



§ 23.64.065  TIME LIMIT.



   (A)   All approved applications shall be valid for a maximum period
of one year from the date of approval. The exact length of the approval
period shall be determined by the decision making body. The Design Review
Board may grant extensions not to exceed a total of one year to this time
period.



   (B)   The approval period for all approved Design Review Board
applications, requiring additional review and approvals by the Planning
Commission, shall run concurrently with the approved Planning Commission
permit/approvals and expire with the Planning Commission approvals unless an
extension of that permit/approval is granted by the Planning Commission.



(Ord. 4651, passed 2-24-14)



§ 23.64.070  PROHIBITION.



   No building permit, license, certificate or other approval or
entitlement shall be issued or given by the city or any department or
employee thereof with respect to any improvement subject to design review
until the design of the improvement has been approved as provided in this
chapter and none shall be issued or given until the time to appeal has run
without appeal. No certificate of use and occupancy or similar approval shall
be issued or given for any improvement subject to design review until the
Director of Community Development has certified that the improvement has been
completed in accordance with the final architectural plan approved pursuant
