jurisid_2019,statefp_2019,countyfp_2019,placefp_2019,stcofip_2019,full_fip_2019,basename_2019,county_name_2019,state_name_2019,region_2019,metro_nllus_2019,metro_nllus_id_2019,cbsa13_code_2019,cbsa13_name_2019,cbsa03_name_2019,s2019_dummy_2019,s2003_dummy_2019,s0319_dummy_2019,juristype_2019,summlevel_2019,summlevel2_2019,lsad_code_2019,city_cty_merge_2019,pop14_2019,pop17_2019,pop03_2019,landsqmi_2019,cbsa_sqmi_2019,sampleflag_2019,pilot_dummy_2019,survey_status_pilot_2019,status1_2019,status2_2019,respo_flag_2019,startdate_2019,enddate_2019,status_2019,progress_2019,durationinseconds_2019,finished_2019,recordeddate_2019,responseid_2019,distributionchannel_2019,userlanguage_2019,respojuris_2019,respostate_2019,respozip_2019,srjuristype_2019,resporole_2019,respootherrole_2019,respotitle_2019,respoothertitle_2019,respojuris_p_2019,respodept_p_2019,respodept_othertextp_2019,resporole_p_2019,respootherrolep_2019,jurisplan_dummy_2019,ext_plan_dummy_2019,ext_plan_juris_2019,ext_plan_title_2019,juris_masterplan_dummy_2019,mp_update_yr_2019,zo_dummy_2019,zo_alt_dummy_2019,zo_update_yr_2019,dupernacre_max_2019,hyp_densit_test_2019,hudcomp_perm_dummy_2019,hudcomp_temp_dummy_2019,tinyhome_dummy_2019,mobilehome_dummy_2019,rv_dummy_2019,min_dusize_sf_2019,adu_permit_2019,adu_permit2_2019,min_dusize_mf_2019,min_osparking_mf_2019,ugb_dummy_2019,growthmgmnt_dummy_2019,gm_popgrowthperyr_dummy_2019,gm_bpperyr_dummy_2019,gm_popgrowthperyr_2019,gm_bpperyr_2019,gm_ahexempt_2019,moratorium_2019,morat_body_2019,morat_applies_2019,morat_ahexempt_2019,if_dummy_2019,if_casebycase_2019,if_formula_dummy_2019,if_sqft_dummy_2019,if_unittype_dummy_2019,if_br_dummy_2019,if_impsurfacearea_dummy_2019,if_lotsize_dummy_2019,if_yn_2019,if_dpersqft_2019,if_dforsf_2019,if_dformf_2019,if_dnobr_2019,if_donebr_2019,if_dtwobr_2019,if_dthreebr_2019,if_dimpsurfacearea_2019,if_dlotarea_2019,if_appl_school_2019,if_appl_storm_2019,if_appl_transit_2019,if_appl_pubsafe_2019,if_appl_water_2019,if_appl_parks_2019,if_appl_waste_2019,if_appl_ah_2019,if_appl_other_2019,if_appl_othertext_2019,apfo_dummy_2019,apfo_school_dummy_2019,apfo_storm_dummy_2019,apfo_transit_dummy_2019,apfo_pubsafe_dummy_2019,apfo_water_dummy_2019,apfo_waste_dummy_2019,apfo_parks_dummy_2019,apfo_other_dummy_2019,apfo_othertext_2019,extinput_schools_2019,extinput_stormwater_2019,extinput_water_2019,extinput_hwyrds_2019,extinput_transit_2019,extinput_parks_2019,extinput_police_2019,extinput_fire_2019,ah_req_dummy_2019,pct_ah_req_2019,min_sfdu_ah_2019,min_mfdu_ah_2019,ah_fee_2019,ah_mix_design_2019,ah_quality_2019,number_ah_dus_2019,ah_noexmpt_2019,ah_bonusdens_2019,ah_buildenv_2019,ah_mindusize_2019,ah_adu_2019,ah_parking_2019,ah_ifwaiver_2019,ah_fasttrack_2019,ah_other_2019,ah_othertext_2019,ah_linkfee_2019,ah_tf_dummy_2019,ah_tf_fed_2019,ah_tf_lgov_2019,ah_tf_locrev_2019,lup_past_knowledge_2019,past_sf_amt_2019,past_sf_extent_2019,past_sf_densit_2019,past_mf_amt_2019,past_mf_undevamt_2019,past_mf_densit_2019,past_fees_2019,past_timereq_2019,past_numstaff_2019,past_extinvolve_2019,comments_2019,pilot_feedback_dummy_2019,pilot_srduration_2019,pilot_qreform_2019,pilot_qreform_text_2019,pilot_suggestions_2019,resp_nonresp_2019,apfo_other_dummySTR_2019,apfotc_2019,apfo_schooltc_2019,apfo_stormtc_2019,apfo_transittc_2019,apfo_pubsafetc_2019,apfo_watertc_2019,apfo_wastetc_2019,apfo_parkstc_2019,ah_otherSTR_2019,ah_noexmpttc_2019,ah_bondenstc_2019,ah_bldenvtc_2019,ah_mindusizetc_2019,ah_adutc_2019,ah_parkingtc_2019,ah_ifwaivertc_2019,ah_faskttracktc_2019,ah_linkfeetc_2019,ah_tftc_2019,ah_tf_fedtc_2019,ah_tf_lgovtc_2019,ah_tf_locrevtc_2019,if_pubsafetc_2019,if_parkstc_2019,if_othertc_2019,rotitle_tc_2019,rtitle_tc_2019,resporoletc_2019,if_schooltc_2019,if_stormtc_2019,if_transittc_2019,if_watertc_2019,if_wastetc_2019,if_ahtc_2019,jurisbin,popbin
"4099017","40","017","99999","40017","4001799999","Canadian County","Canadian County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"county","050","050",,0,129582,132922,"",896.626,,0,0,"","Finished Survey","Finished Survey",1,18jan2019 07:26:42,18jan2019 07:31:52,0,100,309,1,18jan2019 07:31:52,"R_2ya5ewJKKl0G3xJ","email","EN","County","ok","73099",5,7,"Not Applicable",1,"Not Applicable","",,"",,"",0,1,"Canadian County Floodplain Board","Flood Plain Manager",.n,.n,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",,,,"","",1,"",.n,.n,.n,.n,.n,.n,.n,.n,"",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,7,.n,.n,.n,.n,.n,.n,3,4
"4049200","40","027","49200","40027","4002749200","Moore","Cleveland County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,58129.079,59992,"Pop. 20,000-49,999",21.82,,0,0,"","Partially Completed Survey","Partially Completed Survey",0,15feb2019 09:35:11,15feb2019 09:35:24,0,2,12,0,18feb2019 07:12:08,"R_2dj8KU52EpSPf8R","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"4052500","40","027","52500","40027","4002752500","Norman","Cleveland County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,117063.381,119820,"Pop. 50,000-99,999",178.763,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,4
"4099027","40","027","99999","40027","4002799999","Cleveland County","Cleveland County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"county","050","050",,0,269908,274024,"Pop. <20,000",538.766,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,3,5
"4013950","40","051","13950","40051","4005113950","Chickasha","Grady County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"city","160","160",25,0,16471.224,16256,"",22.028,,0,0,"","Finished Survey","Finished Survey",1,25jan2019 07:05:37,07feb2019 12:01:16,0,100,1140939,1,07feb2019 12:01:16,"R_T4QyEs8WoiWkHkt","email","EN","","","",.s,,"Skipped",,"Skipped","",,"",,"",1,.n,".n",".n",1,11,1,.n,1,2,2,0,0,0,1,1,1,2,.n,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,1,0,0,0,0,1,".18",".n",".n",".n",".n",".n",".n",".n",".n",0,0,0,0,1,0,1,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",4,4,4,4,1,4,4,4,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,3,3,3,3,2,2,2,3,3,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,0,0,0,".s",.s,,0,0,0,1,1,0,1,1
"4099051","40","051","99999","40051","4005199999","Grady County","Grady County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"county","050","050",,0,53854,54351,"",1100.497,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,3,3
"4099081","40","081","99999","40081","4008199999","Lincoln County","Lincoln County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"county","050","050",,0,34619,34759,"",952.314,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,3,2
"4031700","40","083","31700","40083","4008331700","Guthrie","Logan County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"city","160","160",25,0,11025.801,10984,"",18.774,,0,0,"","Finished Survey","Finished Survey",1,14feb2019 15:55:09,14feb2019 16:19:57,0,100,1487,1,14feb2019 16:19:58,"R_25XdRi7uoHIioSN","email","EN","Guthrie","OK","73044",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,35,1,.n,1985,3,2,0,0,0,1,0,1,1,.n,1,2,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,0,0,0,1,1,1,".n",".n",".n",".n",".n",".n",".n",".s",".s",0,1,0,0,0,0,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,4,4,2,3,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,2,2,2,2,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,0,0,0,".n",1,1,0,1,0,0,0,0,1,1
"4099083","40","083","99999","40083","4008399999","Logan County","Logan County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"county","050","050",,,45276,45326,"Pop. <20,000",743.8339999999999,,0,0,"","Finished Survey","Finished Survey",1,14feb2019 12:35:30,14feb2019 12:36:41,0,100,71,1,14feb2019 12:36:42,"R_2VqevreMUpsuDSB","email","EN","Logan County","OK","73044",5,8,"County Clerk",1,"Not Applicable","",,"",,"",0,0,".n",".n",.n,.n,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.s,.s,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",,,,"","",1,"",.n,.n,.n,.n,.n,.n,.n,.n,"",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,5,.n,.n,.n,.n,.n,.n,3,2
"4099087","40","087","99999","40087","4008799999","McClain County","McClain County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"county","050","050",,0,37313,37919,"Pop. <20,000",570.701,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,3,2
"4005700","40","109","05700","40109","4010905700","Bethany","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,20312.401,19508,"Pop. 20,000-49,999",5.228,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 14:33:22,17jan2019 14:43:03,0,100,580,1,17jan2019 14:43:03,"R_3kn1Z3d8IilkTpH","email","EN","City of Bethany","OK","73008",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,31,1,.n,1989,3,0,1,1,0,1,1,1,1,.n,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,2,3,3,1,1,1,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,1,1,2,1,1,2,3,3,3,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"4014200","40","109","14200","40109","4010914200","Choctaw","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"city","160","160",25,0,11883.997,12228,"",27.303,,0,0,"","Finished Survey","Finished Survey",1,12feb2019 15:10:34,12feb2019 15:21:45,0,100,670,1,12feb2019 15:21:47,"R_3ncmnf3GXfhgEBk","email","EN","City of Choctaw","OK","73020",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,2,1,.n,23,3,2,1,0,0,0,0,1,3,1,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",1,0,0,0,0,1,0,1,0,".n",2,4,4,4,1,2,2,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,2,2,2,2,2,2,3,3,3,2,"",,,,"","",1,"",1,0,0,0,0,1,0,1,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,1
"4019900","40","109","19900","40109","4010919900","Del City","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"city","160","160",25,0,22744.431,21888,"",7.518,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"4023200","40","109","23200","40109","4010923200","Edmond","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,86794.973,89769,"Pop. 50,000-99,999",84.69499999999999,,0,0,"","Partially Completed Survey","Partially Completed Survey",0,17jan2019 15:04:28,05feb2019 12:04:23,0,2,1630795,0,17feb2019 15:04:29,"R_UoPfx1nWYaNsjcZ","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"4048350","40","109","48350","40109","4010948350","Midwest City","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,57971.003,57167,"Pop. 50,000-99,999",24.403,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"4055000","40","109","55000","40109","4010955000","Oklahoma City","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,620104.306,629191,"Pop. >100,000",606.41,,0,0,"","Finished Survey","Finished Survey",1,23jan2019 09:19:10,23jan2019 11:58:20,0,100,9549,1,23jan2019 11:58:20,"R_3h4qI31CsJhORBS","email","EN","City of OKC","OK","73102",2,2,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,3,1,.n,9,2,1,1,0,1,1,1,1,1,.n,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,0,0,0,1,0,1,".n",".n",".n",".n",".n",".n",".n",".s",".n",1,1,1,0,1,1,1,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,4,1,1,3,1,4,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,0,0,0,1,".s",0,0,.n,.n,.n,3,2,2,2,2,2,2,3,2,3,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"Other incentives:",0,0,0,0,0,0,0,0,0,2,.n,.n,.n,0,1,0,".n",2,2,1,1,1,1,1,0,1,5
"4073250","40","109","73250","40109","4010973250","The Village","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,1,0,"city","160","160",25,0,9520.205,9329,"Pop. <20,000",2.547,,,0,"","Finished Survey","Finished Survey",1,07feb2019 11:33:04,07feb2019 11:48:06,0,100,902,1,07feb2019 11:48:06,"R_QbnCuFF88RFTh3H","email","EN","The Village","OK","73120",2,7,"Not Applicable",5,"Mayor","",,"",,"",1,.n,".n",".n",0,.n,1,.n,1,1,2,.s,.s,.s,.s,.s,1,2,.n,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,4,1,1,1,1,3,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,.n,.n,.n,"Mayor",1,7,.n,.n,.n,.n,.n,.n,1,1
"4078500","40","109","78500","40109","4010978500","Warr Acres","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","",1,0,0,"city","160","160",25,0,10707.965,10385,"",2.815,,0,0,"","Finished Survey","Finished Survey",1,30jan2019 14:10:53,30jan2019 14:26:17,0,100,924,1,30jan2019 14:26:19,"R_3PRIXCGiyEWuF4B","email","EN","City of Warr Acres","OK","73122",2,2,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,6,1,.n,6,2,2,.s,.s,.s,.s,.s,1,2,.n,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,1,1,1,1,1,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,3,3,2,1,1,2,3,2,2,3,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,2,.n,.n,.n,.n,.n,.n,1,1
"4099109","40","109","99999","40109","4010999999","Oklahoma County","Oklahoma County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"county","050","050",,0,766215,774203,"Pop. <20,000",708.819,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 11:44:44,17jan2019 14:23:13,0,100,9509,1,17jan2019 14:23:14,"R_1IKI7tUGhdp4wcd","email","EN","Oklahoma County","OK","73102",5,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,12,1,.n,28,2,0,1,1,0,1,0,5,2,.n,1,7,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",1,0,0,0,0,1,1,0,0,".n",3,2,2,1,1,1,1,1,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,3,2,2,2,2,2,3,2,3,2,"",,,,"","",1,"",1,0,0,0,0,1,1,0,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,3,5
"4066800","40","125","66800","40125","4012566800","Shawnee","Pottawatomie County","OK","South","Oklahoma City",34,"43060","Shawnee, OK (Micro)","""Oklahoma City, OK MSA""",0,1,0,"city","160","160",25,0,30875.566,30974,"Pop. 20,000-49,999",44.135,,,0,"","Partially Completed Survey","Partially Completed Survey",0,14feb2019 11:33:01,14feb2019 11:33:20,0,2,19,0,18feb2019 07:12:05,"R_b74jthp4UWgdAit","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"4110750","41","005","10750","41005","4100510750","Canby","Clackamas County","OR","West","",,"38900","Portland-Vancouver-Hillsboro, OR-WA (Metro)","""Portland-Salem, OR-WA CMSA""",0,0,1,"city","160",".",,0,17340.27,,"Pop. <20,000",3.749,,0,0,"","Finished Survey","Finished Survey",1,21jan2019 09:44:19,21jan2019 10:46:30,0,100,3731,1,21jan2019 10:46:32,"R_2QfBx2f5ginaj3n","email","EN","City of Canby","Oregon","97013",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,35,1,.n,16,5,1,1,0,0,1,1,1,3,1,3,4,1,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,1,1,0,1,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,.s,1,2,1,1,1,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,3,2,3,2,2,2,3,2,1,2,"Oregon Land Use laws dictate providing a variety of housing types, the permitting of manufactured homes in all residential zones, accessory dwelling units -with allowed individual jurisdiction parameters - to be by right, an overall increase in density overtime if growing",,,,"","",,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,0,1,0,".n",1,1,0,1,1,1,0,0,1,1
"4129000","41","005","29000","41005","4100529000","Gladstone","Clackamas County","OR","West","Portland OR",39,"38900","Portland-Vancouver-Hillsboro, OR-WA (Metro)","""Portland-Salem, OR-WA CMSA""",0,0,1,"city","160","160",25,0,12077.366,11936,"Pop. <20,000",2.4,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"4132050","41","005","32050","41005","4100532050","Happy Valley","Clackamas County","OR","West","Portland OR",39,"38900","Portland-Vancouver-Hillsboro, OR-WA (Metro)","",1,0,0,"city","160","160",25,0,15775.055,18477,"",8.282999999999999,,0,0,"","Finished Survey","Finished Survey",1,30jan2019 14:37:58,08feb2019 10:25:38,0,100,762460,1,08feb2019 10:25:40,"R_2dJRIpXFeajaEEO","email","EN","Happy Valley","OR","97086",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,1,5,2,1,1,1,1,1,1,3,1,1,4,2,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,.s,.s,.s,.s,.s,0,".s","Skipped","Skipped","Skipped",".s",".s",".s",".s",".s",0,0,1,0,0,1,0,0,0,"Not Applicable",1,0,1,1,0,1,0,0,0,".n",2,4,4,4,2,4,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,3,3,3,3,3,3,3,2,3,3,"",,,,"","",1,"",1,0,1,1,0,1,0,0,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,0,1,0,".n",1,1,0,0,1,0,0,0,1,1
